"pattern_name","filename","originator","pattern_type","image_source_url","image_source","status"
"Lee's Ghost Shrimp","lees-ghost-shrimp.png","Dron Lee","shrimp","https://www.saltyflytying.com/cdn/shop/products/bonefish-flies-abaco-preview-7_1024x1024@2x.png?v=1599853504","SaltyFlyTying.com — Bonefish Flies Abaco eBook chapter preview","ok"
"Lefty's Deceiver","leftys-deceiver.jpg","Lefty Kreh (late 1950s)","streamer","https://upload.wikimedia.org/wikipedia/commons/4/42/Lefty%27s_Deceiver_01.jpg","Wikipedia Commons — high-resolution photo of Lefty's Deceiver, clean white background, classic example","ok"
"Longfin Jack Streamer","","","baitfish","","No specific photo found; Gabon regional streamer without commercial identity","no_url"
"Los Roques Minnow","los-roques-minnow.jpg","","baitfish","https://www.fullingmill.com/92515.jpg","Fulling Mill official product photo — clean neutral-background studio shot of the named pattern","ok"
"Los Roques Tarpon Minnow","los-roques-tarpon-minnow.jpg","","baitfish","https://www.fullingmill.co.uk/3041.jpg","Fulling Mill UK official product photo — clean studio shot of the named Los Roques Tarpon Minnow pattern","ok"
"Lowcountry Fiddler Crab (Felt Crab)","","Capt. David Edens (St. Simons Island, GA)","crab","","No image found; local Georgia guide pattern not in commercial retail databases or editorial photography","no_url"
"Magnetic Minnow","magnetic-minnow.webp","","baitfish","https://www.superflies.com/wp-content/uploads/2020/05/gt-slim-superflies_jpg.webp","Superflies.com product photo of Magnetic Minnow GT fly, clean background, clear side profile","ok"
"Mangrove Jack Deceiver","mangrove-jack-deceiver.jpg","","baitfish","https://jacksonholeflycompany.com/cdn/shop/products/red-white-deceiver-or-jackson-hole-fly-company_grande.jpg?v=1719959090","jacksonholeflycompany.com — red/white Deceiver saltwater fly","ok"
"Mantis Shrimp","mantis-shrimp.jpg","","mantis","https://fishtalesflyshop.com/cdn/shop/files/rays_flies_v_mantis_shrimp_bead_chain_light_saltwater_fly_tan.jpg?v=1731269607&width=900","Fish Tales Fly Shop — Ray's V Mantis Shrimp clean product shot on white","ok"
"Marabou Fleeing Crab","","FlyCastaway guides (St Brandon's, c. 2018)","crab","","No specific photo found; proprietary FlyCastaway guide pattern with no commercial photography found","no_url"
"Marsh Creature","","Capt. Conner Bryant (Tidal Waters Guide Service)","streamer","","No image found; local SC guide pattern not commercially photographed or in retail databases","no_url"
"McCrab","mccrab.jpg","","crab","https://blog.saltyflytying.com/wp-content/uploads/2013/01/IMG_8744.jpg","Salty Fly Tying blog — The McCrab fly tying recipe, finished fly photo","ok"
"McVay Gotcha","mcvay-gotcha.jpg","Jim McVay (Andros, Bahamas, c. 1980s)","shrimp","https://i0.wp.com/www.finham.com/wp-content/uploads/2023/03/McVay-Gotcha-Pink-scaled-e1686255150567.jpg?fit=501%2C350&ssl=1","Finham fly shop product photo — McVay Gotcha in Pink, clear side profile against clean background","ok"
"Meko Special","meko-special.jpg","Omeko Glinton","shrimp","https://globalflyfisher.com/sites/default/files/imported_pictures/meko-special.jpg","globalflyfisher.com — Meko Special bonefish fly pattern photo","ok"
"Merkin Crab (Long Arm)","merkin-crab-long-arm.webp","Del Brown (Florida Keys, c. 1980s)","crab","https://assets.orvis.com/is/image/orvisprd/29KX009W_?wid=1024&src=is($object$:1-1)&qlt=85&resMode=sharp2&op_usm=1.75,0.3,2,0","Orvis product photo — Merkin Crab permit fly, clean professional image on white","ok"
"Milkfish Plankton Fly","milkfish-plankton-fly.jpg","Saltwater Flies Australia (SWFA)","attractor","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/500x659/products/11874/11435/MilkfishSnackGerbec02_119__80073.1574090227.jpg?c=2","Umpqua Feather Merchants — Milkfish Snack (Gerbec)","ok"
"Milkfish Snack","milkfish-snack.jpg","Umpqua Feather Merchants (tier)","other","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/1280x1280/products/11874/11435/MilkfishSnackGerbec02_119__80073.1574090227.jpg?c=2","Umpqua Feather Merchants official product photo — clean white-background product shot of the named pattern","ok"
"Milky Dream","milky-dream.png","Arno Matthee (Alphonse Island, Seychelles)","attractor","https://mtyonder.com/cdn/shop/files/FSMilkyDream.png?v=1768601908&width=1080","Mt. Yonder Fly Fishing product photo of FS Milky Dream, clean white background, excellent profile view","ok"
"Millhouse Tarpon Shrimp","millhouse-tarpon-shrimp.jpg","Andy Mill","shrimp","https://www.fullingmill.com/w94677xx.jpg","Fulling Mill official product photo — clean studio shot showing the Millhouse Tarpon Shrimp Tan pattern","ok"
"Millhouse Tarpon Toad","millhouse-tarpon-toad.jpg","Andy Mill","streamer","https://redsflyfishing.com/cdn/shop/files/tarpontoad_b6b2f57e-f923-4c37-8e7e-b585818a8008_1224x668.jpg?v=1705868318","Red's Fly Fishing shop product photo — named Millhouse Tarpon Toad by Fulling Mill, clear fly photo","ok"
"Mushmouth","mushmouth.jpg","Dave Skok","baitfish","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/1280x1280/products/16416/16399/Mushmouth_Skok_CharWht__16188.1574280026.jpg?c=2","Umpqua Feather Merchants — Mushmouth official product photo on white background","ok"
"Needlefish","needlefish.jpg","","streamer","https://cdn11.bigcommerce.com/s-2iqsrmv4m0/images/stencil/original/products/483/835/needlefish-aqua-green__72129__03951.1544756061.jpg?c=2","Reel Flies — Needlefish Fly Aqua Green, clean product photo","ok"
"Norman's Crab","normans-crab.webp","Aaron Adams (Bonefish & Tarpon Trust scientist)","crab","https://i.vimeocdn.com/video/231636580-08514d4d7b11982c9ce0623f8648d442f6d735c4394661f8cf504b5b91ef4c24-d?f=webp","BonefishHawaii.com — video still specifically captioned 'Norman's Crab' in context of Hawaii bonefish flies","ok"
"Nubian Spaghetti","","Robert Pljuscec / Wild Sea Expedition (December 2020, Shambaya Flat, Sudan)","worm","","No image found; brand-new regional pattern from a single expedition with no commercial photography or retail presence","no_url"
"NYAP (Not Your Average Popper)","nyap-not-your-average-popper.webp","James Christmas","popper","https://bearsden.com/cdn/shop/files/NYAP_1280x1280_8d29f39d-8bf5-405c-a97b-b75d26c5117e.webp?v=1697131519&width=1080","Bear's Den Fly Fishing Co. product photo — NYAP popper on clean white background, clear profile","ok"
"Openshaw's Ghost","openshaws-ghost.jpg","","baitfish","https://saltwaterfliesaustralia.com/cdn/shop/files/OPENSHAWS_WEBSTORE_grande.jpg?v=1759279365","saltwaterfliesaustralia.com — Openshaw's Ghost Fly official product photo","ok"
"Palolo Worm","palolo-worm.jpg","Jack Gartside","worm","https://www.jackgartside.com/images/flies/tarpon_palolo_worm200h.jpg","jackgartside.com — the originator's own website, specifically titled 'Jack Gartside's Palolo Worm'","ok"
"Paradise Cockroach","paradise-cockroach.jpg","","streamer","https://www.tailflyfishing.com/wp-content/uploads/2022/08/IMG_4600-scaled.jpg","Tail Fly Fishing Magazine — Tarpon Cockroach, high-quality editorial photo of finished fly","ok"
"Pearl Brush Fly","pearl-brush-fly.webp","","baitfish","https://www.superflies.com/wp-content/uploads/2024/03/seychelles-gt-flies-giant-trevally-cosmoledo-superflies.jpeg.webp","Superflies.com — Seychelles GT flies editorial showing pearl/brush flies in context","ok"
"Pencil Popper","pencil-popper.jpg","","popper","https://www.louisianasportsman.com/wp-content/uploads/2019/08/Pencil-Popper-1-678x381.jpg","Louisiana Sportsman editorial photo — Pencil Popper fishing lure/fly","ok"
"Peterson's Spawning Shrimp","petersons-spawning-shrimp.jpg","Craig Mathews","shrimp","https://redsflyfishing.com/cdn/shop/products/809E00_1024x679.jpg?v=1661893853","Red's Fly Fishing product photo of Peterson's Spawning Shrimp — clean side profile","ok"
"Peyote Palolo","peyote-palolo.jpg","Drew Chicone","worm","https://cdn.shoplightspeed.com/shops/607904/files/69352669/peyote-palolo-worm.jpg","Florida Keys Outfitters shop product photo — clean square-format product image of the named Peyote Palolo Worm","ok"
"Pillow Talk","pillow-talk.png","Wayne Haselau","shrimp","https://flymenfishingcompany.com/cdn/shop/files/FSPillowTalk.png?v=1746713563&width=1080","Flymen Fishing Company — Pillow Talk product photo, clean 1:1 white background","ok"
"Pink Mini Puff","pink-mini-puff.jpg","","attractor","https://redsflyfishing.com/cdn/shop/products/11852-large_875x700.jpg?v=1693687142","Red's Fly Shop product photo of RIO's Mini Puff bonefish fly, clean background","ok"
"Pink Thing","","Graham White (early 1980s)","streamer","","No specific photo found; iconic Australian pattern not commercially catalogued internationally","no_url"
"Pink/White Pacific Billfish Streamer","pink-white-pacific-billfish-streamer.jpg","","streamer","http://saltflypro.com/cdn/shop/products/MarlinfliesSailfishpinkwhite.jpg?v=1646152513","Salt Fly Pro shop product photo — pink/white marlin and sailfish fly, clean studio shot matching the described color class","ok"
"Popper (Big Game Crease / Pop Star)","","","popper","","No specific 'Big Game Crease / Pop Star' brand image found; generic crease fly available (Spratz Popper) but not this specific pattern","no_url"
"Pretorius Semper Squid","pretorius-semper-squid.jpg","Christian Pretorius","baitfish","https://www.superflies.com/wp-content/uploads/2024/11/PretoriusSemperSquid-Superflies.jpg","Superflies.com — Pretorius Semper Squid official product photo, clean background","ok"
"Puglisi Diver","puglisi-diver.jpg","Enrico Puglisi","streamer","https://bearsden.com/cdn/shop/products/00FL-DWD-20_jpg.jpg?v=1672338965&width=1080","Bear's Den — Enrico Puglisi EP Diver, clean white background product photo","ok"
"Puglisi Sardine","puglisi-sardine.jpg","Enrico Puglisi","baitfish","https://www.finandfire.com/cdn/shop/products/EPRoosterFishSardina_5000x.jpg?v=1645923356","Fin and Fire product photo — EP Roosterfish Sardina on clean white background, detailed side view","ok"
"Puglisi Shrimp","puglisi-shrimp.jpg","Enrico Puglisi","shrimp","https://b2396269.smushcdn.com/2396269/wp-content/uploads/2020/11/DSC_1791-1024x680.jpg?lossy=0&strip=1&webp=1","Fat Fingered Fly Tyer — EP Shrimp fly step-by-step, finished product clearly shown","ok"
"Purple Death","purple-death.jpg","","streamer","https://www.customsaltwaterflies.com/cdn/shop/products/TP001F_1024x1024.JPG?v=1571436934","Custom Saltwater Flies product photo of Andino Tarpon in Purple Death color, clear fly profile","ok"
"Purple/Black Pacific Billfish Streamer","purple-black-pacific-billfish-streamer.jpg","","streamer","http://saltflypro.com/cdn/shop/files/00IN-PO-BP-40.jpg?v=1755052222","Salt Fly Pro shop product photo — EP-style black/purple offshore fly in clean studio format, representative of this color class","ok"
"Purple/Black Shrimp (Large)","","","shrimp","","No specific named commercial pattern found; search returned similar but not identical patterns","no_url"
"Queenfish Crease Fly","queenfish-crease-fly.jpg","","popper","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/500x659/products/11492/10763/Creasefly_black__09152.1574077662.jpg?c=2","Umpqua Feather Merchants — Crease Fly (Black)","ok"
"Raghead Crab","raghead-crab.jpg","Jan Isley (Yucatán)","crab","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/1280x1280/products/16175/16206/Rag_Head_Crab_Tan__47072.1574278458.jpg?c=2","Umpqua Feather Merchants — Rag Head Crab official product photo on white","ok"
"Ratliff's Fiddlestick Crab","","Ratliff (origin: SE US coastal guides)","crab","","No image found; regional SE US guide pattern not in commercial retail databases; Ratliff is a guide-tier not a commercial brand","no_url"
"Rattlesnake","rattlesnake.jpg","","attractor","https://fatfingeredflytyer.com/wp-content/uploads/2020/08/step-6-final.jpg","Fat Fingered Fly Tyer — Redfish Rattle Fly step-by-step, finished fly photo on clean background","ok"
"Rattling Fat Boy","rattling-fat-boy.jpg","Saltwater Flies Australia (SWFA)","baitfish","https://saltwaterfliesaustralia.com/cdn/shop/files/FATBOY10CHARTWEB_1800x1800.jpg?v=1723164639","saltwaterfliesaustralia.com — Rattling Fat Boy Fly SL12 product photo","ok"
"Redfish Crack","redfish-crack.jpg","","shrimp","https://cdn.shoplightspeed.com/shops/618341/files/42572424/joshs-redfish-crack-fly.jpg","Royal Treatment Fly Fishing shop photo of Redfish Crack fly — clean close-up on white","ok"
"Redfish Worm","redfish-worm.jpg","","worm","https://www.jackgartside.com/images/flies/redfishworms2.jpg","JackGartside.com — Jack Gartside's Redfish Worm, originator's site, direct fly photo","ok"
"Reef Popper (Coral Reef GT)","reef-popper-coral-reef-gt.jpg","","popper","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/500x659/products/11793/19607/Saltwater_Popper_RedWht__79991.1585596635.jpg?c=2","Umpqua Feather Merchants — Saltwater Popper (Red/White)","ok"
"River Monster (Captain Sullivan's)","river-monster-captain-sullivans.jpg","Capt. Jason Sullivan","streamer","https://news.orvis.com/wp-content/uploads/2021/11/sully3.jpg","Orvis News editorial article — '3 Guide-Tested Patterns for Everglades National Park'","ok"
"Ruoff's Laid-Up Tarpon Fly","ruoffs-laid-up-tarpon-fly.jpg","Rick Ruoff","streamer","https://cdn.shoplightspeed.com/shops/607904/files/7920434/laid-up-tarpon-fly-ruoff.jpg","Florida Keys Outfitters shop product photo — named 'Laid Up Tarpon Fly, Ruoff', clean product shot","ok"
"Sailfish Fly (Tandem Tube)","sailfish-fly-tandem-tube.jpg","","baitfish","https://cdn.shopify.com/s/files/1/0022/7298/5154/files/BA1019BE-8399-4BDB-BDBA-547A0070B8EA.jpg?v=1715466673","Salt Fly Pro (saltflypro.com) — Sailfish Fly Pink #6/0 Tube Fly product listing, Flymen Fishing Company","ok"
"Schminnow","schminnow.jpg","Norm Zeigler","baitfish","https://baxterhouseflyfishing.com/cdn/shop/files/20240322_122923_1445x.jpg?v=1711128477","Baxter House Fly Fishing — Schminnow #4 baitfish fly, clean background product photo","ok"
"Seaducer","seaducer.jpg","Homer Rhodes (1940s)","streamer","https://cdn.shopify.com/s/files/1/1906/0729/products/seaducer-tan-2_1024x1024.jpg?v=1548710526","Orlando Outfitters product photo of Seaducer in tan — clean white background, clear side profile","ok"
"Semper Fly","semper-fly.jpg","Bob Popovics","baitfish","https://intoflyfishing.com/wp-content/uploads/2020/08/Semper_complete_fly.jpg","Into Fly Fishing — Semper fly step-by-step, professional finished fly photograph","ok"
"Senegal Kob Shrimp","","","shrimp","","No specific named pattern photo found for this regional Gabon specialist fly","no_url"
"Shaughnessy's Nyacca Baitfish","shaughnessys-nyacca-baitfish.jpg","James Shaughnessy (Beulah / FlyFishMex)","baitfish","https://bearsden.com/cdn/shop/files/nyacca_yellow_1800x1800.jpg?v=1761755807","Bear's Den Fly Shop product photo of MFC Shaughnessy's Nyacca Baitfish in yellow, clean white background","ok"
"Shrimpy (Captain Sullivan's)","shrimpy-captain-sullivans.jpg","Capt. Jason Sullivan","shrimp","https://news.orvis.com/wp-content/uploads/2021/11/sully1.jpg","Orvis News — Captain Sullivan's Shrimpy guide fly, editorial Everglades pattern feature","ok"
"Simple Shrimp","","Fish-Bones Fly Fishing (Grand Cayman)","shrimp","","No specific photo found; proprietary Fish-Bones Cayman pattern not found in commercial databases","no_url"
"Simram","simram.jpg","Rick Simonsen","shrimp","https://www.saltwaterflies.com/simram_bc_eye.jpg","SaltwaterFlies.com dedicated Simram product page — clear side profile of the Simram fly","ok"
"Snapper Bunker (Cubera Pattern)","","","baitfish","","No specific Snapper Bunker (Cubera Pattern) image found; a category description rather than a named commercial pattern","no_url"
"Snook Slider","snook-slider.jpg","","slider","https://www.saltwaterflies.com/slider_fly_chartreuse_red.jpg","SaltwaterFlies.com — Snook Slider in chartreuse/red, clean side profile on white","ok"
"Snook-A-Roo","snook-a-roo.jpg","","slider","https://tfs-spaces.sfo2.digitaloceanspaces.com/theflyshop/uploads/2020/12/Snookaroo_Fly.jpg","The Fly Shop Belize guide article photo of Snook-A-Roo, high-quality clear side profile","ok"
"Spam & Eggs","spam-eggs.jpg","Coach Duff (guide, Oahu)","mantis","https://i0.wp.com/ssflies.com/wp-content/uploads/2018/11/415.jpg?fit=800%2C532&ssl=1&w=640","SSFlies.com shop product page — clean photo labeled 'Spam & Eggs', good side-profile of the named pattern","ok"
"Spawning Shrimp","spawning-shrimp.jpg","Eric Peterson","shrimp","https://www.flyfishbonehead.com/wp-content/uploads/2015/06/petersons-spawning-shrimp-flyfishbonehead-fly-tying-videos-and-saltwater-flies.jpg","Fly Fish Bonehead — Peterson's Spawning Shrimp fly tying feature, clean pattern photo","ok"
"Spongebob Threadfin Slider","spongebob-threadfin-slider.jpg","Conrad Botes (2015)","baitfish","http://feathersandflouro.files.wordpress.com/2013/12/sbsliders-lres.jpg","The Mission Fly Fishing Magazine — Sponge Bob Slider tying article photo","ok"
"Spoon Fly","spoon-fly.jpg","","attractor","https://www.saltwatersportsman.com/wp-content/uploads/2021/09/Rainys-Spoon-flies-1024x772.jpg","Salt Water Sportsman editorial — Rainy's Spoon Flies for Redfish, multiple flies displayed","ok"
"Squimp","squimp.jpg","","shrimp","https://saltwateredge.com/cdn/shop/products/90155_2048x.jpg?v=1675870612","Saltwater Edge fly shop product photo of the Squimp — clean well-lit image","ok"
"St. Simons Scampi","st-simons-scampi.jpg","Capt. David Edens (St. Simons Island, GA)","shrimp","https://seaislandflyfishers.org/wp-content/uploads/2021/07/Dave_Edens_Scampi_RedFish_Fly2-1024x683.jpg","Sea Island Fly Fishers — Dave Edens St. Simons Scampi RedFish Fly","ok"
"Strip Tease (Sparkplug)","","Dick Brown (attributed)","shrimp","","No specific Strip Tease / Sparkplug image found; Fish-Bones Cayman site not accessible; Dick Brown boneflystore.com no longer operational","no_url"
"Strong Arm Merkin","strong-arm-merkin.jpg","Dave Skok (c. 2019)","crab","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/1280x1280/products/17088/19735/Strong-Arm-Merkin-Tan__99837.1585753845.jpg?c=2","Umpqua Feather Merchants — Strong Arm Merkin product photo, white background","ok"
"Stu Apte Tarpon Fly","stu-apte-tarpon-fly.jpg","Stu Apte","streamer","https://www.tietheflies.com/fly-tying/recipes/apte-tarpon-fly/images/full/Apte-Tarpon-Fly-TgoeHd7r-1603248770.jpg","Tie the Flies recipe page photo of Stu Apte Tarpon Fly, high-resolution clear side view","ok"
"Surf Candy","surf-candy.webp","Bob Popovics","baitfish","https://assets.orvis.com/is/image/orvisprd/1X13089W_?wid=1024&src=is($object$:1-1)&qlt=85&resMode=sharp2&op_usm=1.75,0.3,2,0","Orvis — Surf Candy Saltwater Baitfish Fly official product photo on white","ok"
"Tarpon Bunny","tarpon-bunny.jpg","","streamer","https://www.tietheflies.com/fly-tying/recipes/tarpon-bunny/images/full/Tarpon-Bunny-2.jpg","Tie the Flies — Tarpon Bunny fly recipe, high-resolution finished fly photo","ok"
"Tarpon Toad","tarpon-toad.jpg","Gary Merriman","streamer","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/1280x1280/products/11882/29965/Tarpon-Toad-Char__43731.1720643112.jpg?c=2","Umpqua Feather Merchants official product photo of Tarpon Toad on clean white background","ok"
"The Usual","the-usual.jpg","Fish-Bones Fly Fishing (Grand Cayman)","shrimp","https://www.fish-bones.com/wp-content/uploads/2018/02/HotUsual-800px.jpg","fish-bones.com — The Usual Cayman bonefish fly official page photo","ok"
"Toad","toad.jpg","Tim Borski","shrimp","http://static1.squarespace.com/static/58c4d56b46c3c4e3b22e035c/58c4e1886a4963946ca1a2a5/590d4e00db29d6aee91b5c0e/1774535273304/Texas+Toad+-+Group+3+1500.jpg?format=1500w","Sight Cast Fishing Company — Texas Toad group product shot, multiple colorways clean white background","ok"
"Turneffe Crab","turneffe-crab.jpg","","crab","https://www.saltwaterflies.com/turneffe_crab_olive_cream.jpg","SaltwaterFlies.com product photo of Turneffe Crab in olive/cream, clean side-profile view","ok"
"Velcro Crab","velcro-crab.webp","Winston Moore","crab","https://www.superflies.com/wp-content/uploads/2022/03/velcro-crab-tan-belly-orange-back-superflies_jpg.webp","Superflies.com — Velcro Crab tan/orange professional product photo","ok"
"Veverka Mantis Shrimp","veverka-mantis-shrimp.jpg","Bob Veverka","mantis","https://www.saltwaterflies.com/veverkas_mantis.jpg","SaltwaterFlies.com — Bob Veverka's Mantis Shrimp, product photo on plain background","ok"
"Wahoo Needlefish","wahoo-needlefish.jpg","","baitfish","https://cdn11.bigcommerce.com/s-yjvvzszzfj/images/stencil/500x659/products/16924/16715/ka-cudda-med__18648.1574359633.jpg?c=2","Umpqua Feather Merchants — Ka-Cudda (Barracuda/Needlefish pattern)","ok"
"Wayne's Milky Magic","waynes-milky-magic.jpg","Wayne Haselau","attractor","https://bigtimeflies.com/cdn/shop/files/waynes-milky-magic.jpg?v=1742605664","BigTime Flies product photo of Wayne's Milky Magic — clean close-up on white background","ok"
"Weapon of Mass Destruction (WMD)","weapon-of-mass-destruction-wmd.jpg","Alec Gerbec","shrimp","https://themissionflymag.com/wp-content/uploads/2023/07/WMD-tan-small.jpg","The Mission Fly Mag — WMD fly pattern in tan, dedicated article photo of finished fly","ok"
"Webster's Shrouser","","","shrimp","","No image found; Webster's Shrouser is a regional pattern documented through guide recommendations but not in commercial retail photography","no_url"
"Whitlock's Sheep Fly","whitlocks-sheep-fly.gif","Dave Whitlock","streamer","https://www.flyfisherman.com/files/2012/09/Sheep.gif","Fly Fisherman magazine article photo of Whitlock Sheep Minnow/Sheep Fly, side profile","ok"
